Título,Data do Leilão,Data de Pagamento,Dias Úteis,Valor do Cupom (R$),Valor Presente (R$),taxa
F21,2015-01-09,2015-07-01,117,48.80884817015158,46.22,0.12454000000000001
F21,2015-01-09,2016-01-01,245,48.80884817015158,43.55,0.12454000000000001
F21,2015-01-09,2016-07-01,369,48.80884817015158,41.1,0.12454000000000001
F21,2015-01-09,2017-01-01,496,48.80884817015158,38.74,0.12454000000000001
F21,2015-01-09,2017-07-01,620,48.80884817015158,36.57,0.12454000000000001
F21,2015-01-09,2018-01-01,745,48.80884817015158,34.5,0.12454000000000001
F21,2015-01-09,2018-07-01,869,48.80884817015158,32.56,0.12454000000000001
F21,2015-01-09,2019-01-01,995,48.80884817015158,30.71,0.12454000000000001
F21,2015-01-09,2019-07-01,1118,48.80884817015158,29.0,0.12454000000000001
F21,2015-01-09,2020-01-01,1248,48.80884817015158,27.29,0.12454000000000001
F21,2015-01-09,2020-07-01,1371,48.80884817015158,25.77,0.12454000000000001
F21,2015-01-09,2021-01-01,1499,48.80884817015158,24.28,0.12454000000000001
F21,2015-01-09,2021-01-01,1499,1000.0,497.49,0.12454000000000001
F25,2015-01-09,2015-07-01,117,48.80884817015158,46.23,0.124099
F25,2015-01-09,2016-01-01,245,48.80884817015158,43.56,0.124099
F25,2015-01-09,2016-07-01,369,48.80884817015158,41.13,0.124099
F25,2015-01-09,2017-01-01,496,48.80884817015158,38.77,0.124099
F25,2015-01-09,2017-07-01,620,48.80884817015158,36.6,0.124099
F25,2015-01-09,2018-01-01,745,48.80884817015158,34.54,0.124099
F25,2015-01-09,2018-07-01,869,48.80884817015158,32.61,0.124099
F25,2015-01-09,2019-01-01,995,48.80884817015158,30.75,0.124099
F25,2015-01-09,2019-07-01,1118,48.80884817015158,29.05,0.124099
F25,2015-01-09,2020-01-01,1248,48.80884817015158,27.35,0.124099
F25,2015-01-09,2020-07-01,1371,48.80884817015158,25.83,0.124099
F25,2015-01-09,2021-01-01,1499,48.80884817015158,24.34,0.124099
F25,2015-01-09,2021-07-01,1622,48.80884817015158,22.99,0.124099
F25,2015-01-09,2022-01-01,1750,48.80884817015158,21.66,0.124099
F25,2015-01-09,2022-07-01,1874,48.80884817015158,20.45,0.124099
F25,2015-01-09,2023-01-01,2001,48.80884817015158,19.28,0.124099
F25,2015-01-09,2023-07-01,2125,48.80884817015158,18.2,0.124099
F25,2015-01-09,2024-01-01,2250,48.80884817015158,17.17,0.124099
F25,2015-01-09,2024-07-01,2374,48.80884817015158,16.21,0.124099
F25,2015-01-09,2025-01-01,2504,48.80884817015158,15.26,0.124099
F25,2015-01-09,2025-01-01,2504,1000.0,312.74,0.124099
F21,2015-01-23,2015-07-01,107,48.80884817015158,46.52,0.1195
F21,2015-01-23,2016-01-01,235,48.80884817015158,43.93,0.1195
F21,2015-01-23,2016-07-01,359,48.80884817015158,41.56,0.1195
F21,2015-01-23,2017-01-01,486,48.80884817015158,39.26,0.1195
F21,2015-01-23,2017-07-01,610,48.80884817015158,37.14,0.1195
F21,2015-01-23,2018-01-01,735,48.80884817015158,35.12,0.1195
F21,2015-01-23,2018-07-01,859,48.80884817015158,33.22,0.1195
F21,2015-01-23,2019-01-01,985,48.80884817015158,31.4,0.1195
F21,2015-01-23,2019-07-01,1108,48.80884817015158,29.71,0.1195
F21,2015-01-23,2020-01-01,1238,48.80884817015158,28.03,0.1195
F21,2015-01-23,2020-07-01,1361,48.80884817015158,26.53,0.1195
F21,2015-01-23,2021-01-01,1489,48.80884817015158,25.05,0.1195
F21,2015-01-23,2021-01-01,1489,1000.0,513.25,0.1195
F25,2015-01-23,2015-07-01,107,48.80884817015158,46.53,0.118949
F25,2015-01-23,2016-01-01,235,48.80884817015158,43.95,0.118949
F25,2015-01-23,2016-07-01,359,48.80884817015158,41.59,0.118949
F25,2015-01-23,2017-01-01,486,48.80884817015158,39.3,0.118949
F25,2015-01-23,2017-07-01,610,48.80884817015158,37.18,0.118949
F25,2015-01-23,2018-01-01,735,48.80884817015158,35.17,0.118949
F25,2015-01-23,2018-07-01,859,48.80884817015158,33.27,0.118949
F25,2015-01-23,2019-01-01,985,48.80884817015158,31.46,0.118949
F25,2015-01-23,2019-07-01,1108,48.80884817015158,29.78,0.118949
F25,2015-01-23,2020-01-01,1238,48.80884817015158,28.1,0.118949
F25,2015-01-23,2020-07-01,1361,48.80884817015158,26.6,0.118949
F25,2015-01-23,2021-01-01,1489,48.80884817015158,25.12,0.118949
F25,2015-01-23,2021-07-01,1612,48.80884817015158,23.78,0.118949
F25,2015-01-23,2022-01-01,1740,48.80884817015158,22.46,0.118949
F25,2015-01-23,2022-07-01,1864,48.80884817015158,21.25,0.118949
F25,2015-01-23,2023-01-01,1991,48.80884817015158,20.08,0.118949
F25,2015-01-23,2023-07-01,2115,48.80884817015158,19.0,0.118949
F25,2015-01-23,2024-01-01,2240,48.80884817015158,17.97,0.118949
F25,2015-01-23,2024-07-01,2364,48.80884817015158,17.01,0.118949
F25,2015-01-23,2025-01-01,2494,48.80884817015158,16.05,0.118949
F25,2015-01-23,2025-01-01,2494,1000.0,328.8,0.118949
F19,2015-01-29,2015-07-01,103,48.80884817015158,48.81,0.0
F19,2015-01-29,2016-01-01,231,48.80884817015158,48.81,0.0
F19,2015-01-29,2016-07-01,355,48.80884817015158,48.81,0.0
F19,2015-01-29,2017-01-01,482,48.80884817015158,48.81,0.0
F19,2015-01-29,2017-07-01,606,48.80884817015158,48.81,0.0
F19,2015-01-29,2018-01-01,731,48.80884817015158,48.81,0.0
F19,2015-01-29,2018-07-01,855,48.80884817015158,48.81,0.0
F19,2015-01-29,2019-01-01,981,48.80884817015158,48.81,0.0
F19,2015-01-29,2019-01-01,981,1000.0,1000.0,0.0
F21,2015-02-06,2015-07-01,97,48.80884817015158,46.67,0.123449
F21,2015-02-06,2016-01-01,225,48.80884817015158,43.99,0.123449
F21,2015-02-06,2016-07-01,349,48.80884817015158,41.54,0.123449
F21,2015-02-06,2017-01-01,476,48.80884817015158,39.17,0.123449
F21,2015-02-06,2017-07-01,600,48.80884817015158,36.99,0.123449
F21,2015-02-06,2018-01-01,725,48.80884817015158,34.92,0.123449
F21,2015-02-06,2018-07-01,849,48.80884817015158,32.97,0.123449
F21,2015-02-06,2019-01-01,975,48.80884817015158,31.11,0.123449
F21,2015-02-06,2019-07-01,1098,48.80884817015158,29.39,0.123449
F21,2015-02-06,2020-01-01,1228,48.80884817015158,27.68,0.123449
F21,2015-02-06,2020-07-01,1351,48.80884817015158,26.15,0.123449
F21,2015-02-06,2021-01-01,1479,48.80884817015158,24.65,0.123449
F21,2015-02-06,2021-01-01,1479,1000.0,505.01,0.123449
F25,2015-02-06,2015-07-01,97,48.80884817015158,46.69,0.122499
F25,2015-02-06,2016-01-01,225,48.80884817015158,44.02,0.122499
F25,2015-02-06,2016-07-01,349,48.80884817015158,41.59,0.122499
F25,2015-02-06,2017-01-01,476,48.80884817015158,39.24,0.122499
F25,2015-02-06,2017-07-01,600,48.80884817015158,37.07,0.122499
F25,2015-02-06,2018-01-01,725,48.80884817015158,35.0,0.122499
F25,2015-02-06,2018-07-01,849,48.80884817015158,33.07,0.122499
F25,2015-02-06,2019-01-01,975,48.80884817015158,31.21,0.122499
F25,2015-02-06,2019-07-01,1098,48.80884817015158,29.5,0.122499
F25,2015-02-06,2020-01-01,1228,48.80884817015158,27.79,0.122499
F25,2015-02-06,2020-07-01,1351,48.80884817015158,26.27,0.122499
F25,2015-02-06,2021-01-01,1479,48.80884817015158,24.77,0.122499
F25,2015-02-06,2021-07-01,1602,48.80884817015158,23.41,0.122499
F25,2015-02-06,2022-01-01,1730,48.80884817015158,22.08,0.122499
F25,2015-02-06,2022-07-01,1854,48.80884817015158,20.86,0.122499
F25,2015-02-06,2023-01-01,1981,48.80884817015158,19.68,0.122499
F25,2015-02-06,2023-07-01,2105,48.80884817015158,18.59,0.122499
F25,2015-02-06,2024-01-01,2230,48.80884817015158,17.55,0.122499
F25,2015-02-06,2024-07-01,2354,48.80884817015158,16.58,0.122499
F25,2015-02-06,2025-01-01,2484,48.80884817015158,15.62,0.122499
F25,2015-02-06,2025-01-01,2484,1000.0,320.12,0.122499
F25,2015-02-20,2015-07-01,89,48.80884817015158,46.78,0.12774
F25,2015-02-20,2016-01-01,217,48.80884817015158,44.01,0.12774
F25,2015-02-20,2016-07-01,341,48.80884817015158,41.48,0.12774
F25,2015-02-20,2017-01-01,468,48.80884817015158,39.04,0.12774
F25,2015-02-20,2017-07-01,592,48.80884817015158,36.8,0.12774
F25,2015-02-20,2018-01-01,717,48.80884817015158,34.67,0.12774
F25,2015-02-20,2018-07-01,841,48.80884817015158,32.68,0.12774
F25,2015-02-20,2019-01-01,967,48.80884817015158,30.77,0.12774
F25,2015-02-20,2019-07-01,1090,48.80884817015158,29.02,0.12774
F25,2015-02-20,2020-01-01,1220,48.80884817015158,27.27,0.12774
F25,2015-02-20,2020-07-01,1343,48.80884817015158,25.72,0.12774
F25,2015-02-20,2021-01-01,1471,48.80884817015158,24.2,0.12774
F25,2015-02-20,2021-07-01,1594,48.80884817015158,22.82,0.12774
F25,2015-02-20,2022-01-01,1722,48.80884817015158,21.47,0.12774
F25,2015-02-20,2022-07-01,1846,48.80884817015158,20.23,0.12774
F25,2015-02-20,2023-01-01,1973,48.80884817015158,19.04,0.12774
F25,2015-02-20,2023-07-01,2097,48.80884817015158,17.95,0.12774
F25,2015-02-20,2024-01-01,2222,48.80884817015158,16.91,0.12774
F25,2015-02-20,2024-07-01,2346,48.80884817015158,15.94,0.12774
F25,2015-02-20,2025-01-01,2476,48.80884817015158,14.98,0.12774
F25,2015-02-20,2025-01-01,2476,1000.0,306.92,0.12774
F21,2015-02-20,2015-07-01,89,48.80884817015158,46.77,0.12869
F21,2015-02-20,2016-01-01,217,48.80884817015158,43.98,0.12869
F21,2015-02-20,2016-07-01,341,48.80884817015158,41.43,0.12869
F21,2015-02-20,2017-01-01,468,48.80884817015158,38.98,0.12869
F21,2015-02-20,2017-07-01,592,48.80884817015158,36.73,0.12869
F21,2015-02-20,2018-01-01,717,48.80884817015158,34.59,0.12869
F21,2015-02-20,2018-07-01,841,48.80884817015158,32.59,0.12869
F21,2015-02-20,2019-01-01,967,48.80884817015158,30.67,0.12869
F21,2015-02-20,2019-07-01,1090,48.80884817015158,28.91,0.12869
F21,2015-02-20,2020-01-01,1220,48.80884817015158,27.16,0.12869
F21,2015-02-20,2020-07-01,1343,48.80884817015158,25.6,0.12869
F21,2015-02-20,2021-01-01,1471,48.80884817015158,24.08,0.12869
F21,2015-02-20,2021-01-01,1471,1000.0,493.29,0.12869
F21,2015-03-06,2015-07-01,79,48.80884817015158,47.0,0.1283
F21,2015-03-06,2016-01-01,207,48.80884817015158,44.2,0.1283
F21,2015-03-06,2016-07-01,331,48.80884817015158,41.65,0.1283
F21,2015-03-06,2017-01-01,458,48.80884817015158,39.19,0.1283
F21,2015-03-06,2017-07-01,582,48.80884817015158,36.93,0.1283
F21,2015-03-06,2018-01-01,707,48.80884817015158,34.79,0.1283
F21,2015-03-06,2018-07-01,831,48.80884817015158,32.78,0.1283
F21,2015-03-06,2019-01-01,957,48.80884817015158,30.86,0.1283
F21,2015-03-06,2019-07-01,1080,48.80884817015158,29.1,0.1283
F21,2015-03-06,2020-01-01,1210,48.80884817015158,27.34,0.1283
F21,2015-03-06,2020-07-01,1333,48.80884817015158,25.77,0.1283
F21,2015-03-06,2021-01-01,1461,48.80884817015158,24.24,0.1283
F21,2015-03-06,2021-01-01,1461,1000.0,496.66,0.1283
F25,2015-03-06,2015-07-01,79,48.80884817015158,47.0,0.12835000000000002
F25,2015-03-06,2016-01-01,207,48.80884817015158,44.2,0.12835000000000002
F25,2015-03-06,2016-07-01,331,48.80884817015158,41.65,0.12835000000000002
F25,2015-03-06,2017-01-01,458,48.80884817015158,39.19,0.12835000000000002
F25,2015-03-06,2017-07-01,582,48.80884817015158,36.93,0.12835000000000002
F25,2015-03-06,2018-01-01,707,48.80884817015158,34.78,0.12835000000000002
F25,2015-03-06,2018-07-01,831,48.80884817015158,32.78,0.12835000000000002
F25,2015-03-06,2019-01-01,957,48.80884817015158,30.86,0.12835000000000002
F25,2015-03-06,2019-07-01,1080,48.80884817015158,29.09,0.12835000000000002
F25,2015-03-06,2020-01-01,1210,48.80884817015158,27.33,0.12835000000000002
F25,2015-03-06,2020-07-01,1333,48.80884817015158,25.77,0.12835000000000002
F25,2015-03-06,2021-01-01,1461,48.80884817015158,24.24,0.12835000000000002
F25,2015-03-06,2021-07-01,1584,48.80884817015158,22.85,0.12835000000000002
F25,2015-03-06,2022-01-01,1712,48.80884817015158,21.49,0.12835000000000002
F25,2015-03-06,2022-07-01,1836,48.80884817015158,20.25,0.12835000000000002
F25,2015-03-06,2023-01-01,1963,48.80884817015158,19.05,0.12835000000000002
F25,2015-03-06,2023-07-01,2087,48.80884817015158,17.95,0.12835000000000002
F25,2015-03-06,2024-01-01,2212,48.80884817015158,16.91,0.12835000000000002
F25,2015-03-06,2024-07-01,2336,48.80884817015158,15.94,0.12835000000000002
F25,2015-03-06,2025-01-01,2466,48.80884817015158,14.97,0.12835000000000002
F25,2015-03-06,2025-01-01,2466,1000.0,306.76,0.12835000000000002
F23,2015-03-20,2015-07-01,69,48.80884817015158,48.81,0.0
F23,2015-03-20,2016-01-01,197,48.80884817015158,48.81,0.0
F23,2015-03-20,2016-07-01,321,48.80884817015158,48.81,0.0
F23,2015-03-20,2017-01-01,448,48.80884817015158,48.81,0.0
F23,2015-03-20,2017-07-01,572,48.80884817015158,48.81,0.0
F23,2015-03-20,2018-01-01,697,48.80884817015158,48.81,0.0
F23,2015-03-20,2018-07-01,821,48.80884817015158,48.81,0.0
F23,2015-03-20,2019-01-01,947,48.80884817015158,48.81,0.0
F23,2015-03-20,2019-07-01,1070,48.80884817015158,48.81,0.0
F23,2015-03-20,2020-01-01,1200,48.80884817015158,48.81,0.0
F23,2015-03-20,2020-07-01,1323,48.80884817015158,48.81,0.0
F23,2015-03-20,2021-01-01,1451,48.80884817015158,48.81,0.0
F23,2015-03-20,2021-07-01,1574,48.80884817015158,48.81,0.0
F23,2015-03-20,2022-01-01,1702,48.80884817015158,48.81,0.0
F23,2015-03-20,2022-07-01,1826,48.80884817015158,48.81,0.0
F23,2015-03-20,2023-01-01,1953,48.80884817015158,48.81,0.0
F23,2015-03-20,2023-01-01,1953,1000.0,1000.0,0.0
F21,2015-03-20,2015-07-01,69,48.80884817015158,47.19,0.131197
F21,2015-03-20,2016-01-01,197,48.80884817015158,44.32,0.131197
F21,2015-03-20,2016-07-01,321,48.80884817015158,41.72,0.131197
F21,2015-03-20,2017-01-01,448,48.80884817015158,39.2,0.131197
F21,2015-03-20,2017-07-01,572,48.80884817015158,36.9,0.131197
F21,2015-03-20,2018-01-01,697,48.80884817015158,34.71,0.131197
F21,2015-03-20,2018-07-01,821,48.80884817015158,32.66,0.131197
F21,2015-03-20,2019-01-01,947,48.80884817015158,30.71,0.131197
F21,2015-03-20,2019-07-01,1070,48.80884817015158,28.92,0.131197
F21,2015-03-20,2020-01-01,1200,48.80884817015158,27.14,0.131197
F21,2015-03-20,2020-07-01,1323,48.80884817015158,25.55,0.131197
F21,2015-03-20,2021-01-01,1451,48.80884817015158,24.0,0.131197
F21,2015-03-20,2021-01-01,1451,1000.0,491.73,0.131197
F25,2015-03-20,2015-07-01,69,48.80884817015158,47.19,0.13114900000000002
F25,2015-03-20,2016-01-01,197,48.80884817015158,44.33,0.13114900000000002
F25,2015-03-20,2016-07-01,321,48.80884817015158,41.72,0.13114900000000002
F25,2015-03-20,2017-01-01,448,48.80884817015158,39.21,0.13114900000000002
F25,2015-03-20,2017-07-01,572,48.80884817015158,36.9,0.13114900000000002
F25,2015-03-20,2018-01-01,697,48.80884817015158,34.71,0.13114900000000002
F25,2015-03-20,2018-07-01,821,48.80884817015158,32.67,0.13114900000000002
F25,2015-03-20,2019-01-01,947,48.80884817015158,30.72,0.13114900000000002
F25,2015-03-20,2019-07-01,1070,48.80884817015158,28.92,0.13114900000000002
F25,2015-03-20,2020-01-01,1200,48.80884817015158,27.14,0.13114900000000002
F25,2015-03-20,2020-07-01,1323,48.80884817015158,25.56,0.13114900000000002
F25,2015-03-20,2021-01-01,1451,48.80884817015158,24.01,0.13114900000000002
F25,2015-03-20,2021-07-01,1574,48.80884817015158,22.61,0.13114900000000002
F25,2015-03-20,2022-01-01,1702,48.80884817015158,21.23,0.13114900000000002
F25,2015-03-20,2022-07-01,1826,48.80884817015158,19.98,0.13114900000000002
F25,2015-03-20,2023-01-01,1953,48.80884817015158,18.78,0.13114900000000002
F25,2015-03-20,2023-07-01,2077,48.80884817015158,17.68,0.13114900000000002
F25,2015-03-20,2024-01-01,2202,48.80884817015158,16.63,0.13114900000000002
F25,2015-03-20,2024-07-01,2326,48.80884817015158,15.65,0.13114900000000002
F25,2015-03-20,2025-01-01,2456,48.80884817015158,14.69,0.13114900000000002
F25,2015-03-20,2025-01-01,2456,1000.0,300.88,0.13114900000000002
F21,2015-04-03,2015-07-01,59,48.80884817015158,47.43,0.129879
F21,2015-04-03,2016-01-01,187,48.80884817015158,44.58,0.129879
F21,2015-04-03,2016-07-01,311,48.80884817015158,41.98,0.129879
F21,2015-04-03,2017-01-01,438,48.80884817015158,39.48,0.129879
F21,2015-04-03,2017-07-01,562,48.80884817015158,37.17,0.129879
F21,2015-04-03,2018-01-01,687,48.80884817015158,34.99,0.129879
F21,2015-04-03,2018-07-01,811,48.80884817015158,32.95,0.129879
F21,2015-04-03,2019-01-01,937,48.80884817015158,31.0,0.129879
F21,2015-04-03,2019-07-01,1060,48.80884817015158,29.2,0.129879
F21,2015-04-03,2020-01-01,1190,48.80884817015158,27.42,0.129879
F21,2015-04-03,2020-07-01,1313,48.80884817015158,25.83,0.129879
F21,2015-04-03,2021-01-01,1441,48.80884817015158,24.28,0.129879
F21,2015-04-03,2021-01-01,1441,1000.0,497.45,0.129879
F25,2015-04-03,2015-07-01,59,48.80884817015158,47.44,0.12962300000000002
F25,2015-04-03,2016-01-01,187,48.80884817015158,44.59,0.12962300000000002
F25,2015-04-03,2016-07-01,311,48.80884817015158,41.99,0.12962300000000002
F25,2015-04-03,2017-01-01,438,48.80884817015158,39.49,0.12962300000000002
F25,2015-04-03,2017-07-01,562,48.80884817015158,37.19,0.12962300000000002
F25,2015-04-03,2018-01-01,687,48.80884817015158,35.01,0.12962300000000002
F25,2015-04-03,2018-07-01,811,48.80884817015158,32.97,0.12962300000000002
F25,2015-04-03,2019-01-01,937,48.80884817015158,31.02,0.12962300000000002
F25,2015-04-03,2019-07-01,1060,48.80884817015158,29.23,0.12962300000000002
F25,2015-04-03,2020-01-01,1190,48.80884817015158,27.45,0.12962300000000002
F25,2015-04-03,2020-07-01,1313,48.80884817015158,25.86,0.12962300000000002
F25,2015-04-03,2021-01-01,1441,48.80884817015158,24.31,0.12962300000000002
F25,2015-04-03,2021-07-01,1564,48.80884817015158,22.91,0.12962300000000002
F25,2015-04-03,2022-01-01,1692,48.80884817015158,21.53,0.12962300000000002
F25,2015-04-03,2022-07-01,1816,48.80884817015158,20.28,0.12962300000000002
F25,2015-04-03,2023-01-01,1943,48.80884817015158,19.07,0.12962300000000002
F25,2015-04-03,2023-07-01,2067,48.80884817015158,17.96,0.12962300000000002
F25,2015-04-03,2024-01-01,2192,48.80884817015158,16.91,0.12962300000000002
F25,2015-04-03,2024-07-01,2316,48.80884817015158,15.92,0.12962300000000002
F25,2015-04-03,2025-01-01,2446,48.80884817015158,14.95,0.12962300000000002
F25,2015-04-03,2025-01-01,2446,1000.0,306.34,0.12962300000000002
F25,2015-04-17,2015-07-01,50,48.80884817015158,47.67,0.126444
F25,2015-04-17,2016-01-01,178,48.80884817015158,44.87,0.126444
F25,2015-04-17,2016-07-01,302,48.80884817015158,42.32,0.126444
F25,2015-04-17,2017-01-01,429,48.80884817015158,39.85,0.126444
F25,2015-04-17,2017-07-01,553,48.80884817015158,37.59,0.126444
F25,2015-04-17,2018-01-01,678,48.80884817015158,35.43,0.126444
F25,2015-04-17,2018-07-01,802,48.80884817015158,33.41,0.126444
F25,2015-04-17,2019-01-01,928,48.80884817015158,31.48,0.126444
F25,2015-04-17,2019-07-01,1051,48.80884817015158,29.71,0.126444
F25,2015-04-17,2020-01-01,1181,48.80884817015158,27.94,0.126444
F25,2015-04-17,2020-07-01,1304,48.80884817015158,26.36,0.126444
F25,2015-04-17,2021-01-01,1432,48.80884817015158,24.81,0.126444
F25,2015-04-17,2021-07-01,1555,48.80884817015158,23.41,0.126444
F25,2015-04-17,2022-01-01,1683,48.80884817015158,22.04,0.126444
F25,2015-04-17,2022-07-01,1807,48.80884817015158,20.78,0.126444
F25,2015-04-17,2023-01-01,1934,48.80884817015158,19.57,0.126444
F25,2015-04-17,2023-07-01,2058,48.80884817015158,18.46,0.126444
F25,2015-04-17,2024-01-01,2183,48.80884817015158,17.4,0.126444
F25,2015-04-17,2024-07-01,2307,48.80884817015158,16.41,0.126444
F25,2015-04-17,2025-01-01,2437,48.80884817015158,15.43,0.126444
F25,2015-04-17,2025-01-01,2437,1000.0,316.18,0.126444
F21,2015-04-17,2015-07-01,50,48.80884817015158,47.67,0.126749
F21,2015-04-17,2016-01-01,178,48.80884817015158,44.86,0.126749
F21,2015-04-17,2016-07-01,302,48.80884817015158,42.3,0.126749
F21,2015-04-17,2017-01-01,429,48.80884817015158,39.84,0.126749
F21,2015-04-17,2017-07-01,553,48.80884817015158,37.56,0.126749
F21,2015-04-17,2018-01-01,678,48.80884817015158,35.4,0.126749
F21,2015-04-17,2018-07-01,802,48.80884817015158,33.39,0.126749
F21,2015-04-17,2019-01-01,928,48.80884817015158,31.45,0.126749
F21,2015-04-17,2019-07-01,1051,48.80884817015158,29.67,0.126749
F21,2015-04-17,2020-01-01,1181,48.80884817015158,27.9,0.126749
F21,2015-04-17,2020-07-01,1304,48.80884817015158,26.32,0.126749
F21,2015-04-17,2021-01-01,1432,48.80884817015158,24.77,0.126749
F21,2015-04-17,2021-01-01,1432,1000.0,507.56,0.126749
F21,2015-05-01,2015-07-01,41,48.80884817015158,47.86,0.1283
F21,2015-05-01,2016-01-01,169,48.80884817015158,45.01,0.1283
F21,2015-05-01,2016-07-01,293,48.80884817015158,42.42,0.1283
F21,2015-05-01,2017-01-01,420,48.80884817015158,39.91,0.1283
F21,2015-05-01,2017-07-01,544,48.80884817015158,37.61,0.1283
F21,2015-05-01,2018-01-01,669,48.80884817015158,35.43,0.1283
F21,2015-05-01,2018-07-01,793,48.80884817015158,33.38,0.1283
F21,2015-05-01,2019-01-01,919,48.80884817015158,31.43,0.1283
F21,2015-05-01,2019-07-01,1042,48.80884817015158,29.63,0.1283
F21,2015-05-01,2020-01-01,1172,48.80884817015158,27.84,0.1283
F21,2015-05-01,2020-07-01,1295,48.80884817015158,26.25,0.1283
F21,2015-05-01,2021-01-01,1423,48.80884817015158,24.69,0.1283
F21,2015-05-01,2021-01-01,1423,1000.0,505.79,0.1283
F25,2015-05-01,2015-07-01,41,48.80884817015158,47.86,0.127989
F25,2015-05-01,2016-01-01,169,48.80884817015158,45.02,0.127989
F25,2015-05-01,2016-07-01,293,48.80884817015158,42.43,0.127989
F25,2015-05-01,2017-01-01,420,48.80884817015158,39.93,0.127989
F25,2015-05-01,2017-07-01,544,48.80884817015158,37.63,0.127989
F25,2015-05-01,2018-01-01,669,48.80884817015158,35.45,0.127989
F25,2015-05-01,2018-07-01,793,48.80884817015158,33.41,0.127989
F25,2015-05-01,2019-01-01,919,48.80884817015158,31.46,0.127989
F25,2015-05-01,2019-07-01,1042,48.80884817015158,29.66,0.127989
F25,2015-05-01,2020-01-01,1172,48.80884817015158,27.88,0.127989
F25,2015-05-01,2020-07-01,1295,48.80884817015158,26.29,0.127989
F25,2015-05-01,2021-01-01,1423,48.80884817015158,24.73,0.127989
F25,2015-05-01,2021-07-01,1546,48.80884817015158,23.31,0.127989
F25,2015-05-01,2022-01-01,1674,48.80884817015158,21.93,0.127989
F25,2015-05-01,2022-07-01,1798,48.80884817015158,20.67,0.127989
F25,2015-05-01,2023-01-01,1925,48.80884817015158,19.45,0.127989
F25,2015-05-01,2023-07-01,2049,48.80884817015158,18.33,0.127989
F25,2015-05-01,2024-01-01,2174,48.80884817015158,17.27,0.127989
F25,2015-05-01,2024-07-01,2298,48.80884817015158,16.28,0.127989
F25,2015-05-01,2025-01-01,2428,48.80884817015158,15.29,0.127989
F25,2015-05-01,2025-01-01,2428,1000.0,313.36,0.127989
F21,2015-05-15,2015-07-01,32,48.80884817015158,48.07,0.128049
F21,2015-05-15,2016-01-01,160,48.80884817015158,45.21,0.128049
F21,2015-05-15,2016-07-01,284,48.80884817015158,42.61,0.128049
F21,2015-05-15,2017-01-01,411,48.80884817015158,40.1,0.128049
F21,2015-05-15,2017-07-01,535,48.80884817015158,37.79,0.128049
F21,2015-05-15,2018-01-01,660,48.80884817015158,35.6,0.128049
F21,2015-05-15,2018-07-01,784,48.80884817015158,33.55,0.128049
F21,2015-05-15,2019-01-01,910,48.80884817015158,31.59,0.128049
F21,2015-05-15,2019-07-01,1033,48.80884817015158,29.78,0.128049
F21,2015-05-15,2020-01-01,1163,48.80884817015158,27.99,0.128049
F21,2015-05-15,2020-07-01,1286,48.80884817015158,26.39,0.128049
F21,2015-05-15,2021-01-01,1414,48.80884817015158,24.82,0.128049
F21,2015-05-15,2021-01-01,1414,1000.0,508.61,0.128049
F25,2015-05-15,2015-07-01,32,48.80884817015158,48.07,0.12735
F25,2015-05-15,2016-01-01,160,48.80884817015158,45.23,0.12735
F25,2015-05-15,2016-07-01,284,48.80884817015158,42.64,0.12735
F25,2015-05-15,2017-01-01,411,48.80884817015158,40.14,0.12735
F25,2015-05-15,2017-07-01,535,48.80884817015158,37.84,0.12735
F25,2015-05-15,2018-01-01,660,48.80884817015158,35.66,0.12735
F25,2015-05-15,2018-07-01,784,48.80884817015158,33.62,0.12735
F25,2015-05-15,2019-01-01,910,48.80884817015158,31.66,0.12735
F25,2015-05-15,2019-07-01,1033,48.80884817015158,29.86,0.12735
F25,2015-05-15,2020-01-01,1163,48.80884817015158,28.07,0.12735
F25,2015-05-15,2020-07-01,1286,48.80884817015158,26.47,0.12735
F25,2015-05-15,2021-01-01,1414,48.80884817015158,24.91,0.12735
F25,2015-05-15,2021-07-01,1537,48.80884817015158,23.5,0.12735
F25,2015-05-15,2022-01-01,1665,48.80884817015158,22.11,0.12735
F25,2015-05-15,2022-07-01,1789,48.80884817015158,20.84,0.12735
F25,2015-05-15,2023-01-01,1916,48.80884817015158,19.62,0.12735
F25,2015-05-15,2023-07-01,2040,48.80884817015158,18.5,0.12735
F25,2015-05-15,2024-01-01,2165,48.80884817015158,17.43,0.12735
F25,2015-05-15,2024-07-01,2289,48.80884817015158,16.43,0.12735
F25,2015-05-15,2025-01-01,2419,48.80884817015158,15.44,0.12735
F25,2015-05-15,2025-01-01,2419,1000.0,316.43,0.12735
F25,2015-05-29,2015-07-01,22,48.80884817015158,48.31,0.1242
F25,2015-05-29,2016-01-01,150,48.80884817015158,45.52,0.1242
F25,2015-05-29,2016-07-01,274,48.80884817015158,42.98,0.1242
F25,2015-05-29,2017-01-01,401,48.80884817015158,40.51,0.1242
F25,2015-05-29,2017-07-01,525,48.80884817015158,38.24,0.1242
F25,2015-05-29,2018-01-01,650,48.80884817015158,36.09,0.1242
F25,2015-05-29,2018-07-01,774,48.80884817015158,34.07,0.1242
F25,2015-05-29,2019-01-01,900,48.80884817015158,32.13,0.1242
F25,2015-05-29,2019-07-01,1023,48.80884817015158,30.35,0.1242
F25,2015-05-29,2020-01-01,1153,48.80884817015158,28.57,0.1242
